Tiempo ,Entrada,ANGULO,POSICION
170.66,0,-0.169,0.267
170.68,0,-0.178,0.267
170.7,0,-0.187,0.267
170.72,0,-0.192,0.267
170.74,0,-0.194,0.267
170.76,0,-0.194,0.267
170.78,0,-0.192,0.267
170.8,0,-0.185,0.267
170.82,0,-0.176,0.267
170.84,0,-0.166,0.267
170.86,0,-0.152,0.267
170.88,0,-0.136,0.267
170.9,0,-0.119,0.267
170.92,0,-0.098,0.267
170.94,0,-0.079,0.267
170.96,0,-0.056,0.267
170.98,0,-0.033,0.267
171,0,-0.01,0.267
171.02,0,0.014,0.267
171.04,0,0.037,0.267
171.06,0,0.058,0.267
171.08,0,0.08,0.267
171.1,0,0.101,0.267
171.12,0,0.12,0.267
171.14,0,0.138,0.267
171.16,0,0.154,0.267
171.18,0,0.166,0.267
171.2,0,0.178,0.267
171.22,0,0.187,0.267
171.24,0,0.192,0.267
171.26,0,0.195,0.267
171.28,0,0.195,0.267
171.3,0,0.195,0.267
171.32,0,0.19,0.267
171.34,0,0.183,0.267
171.36,0,0.173,0.267
171.38,0,0.161,0.267
171.4,0,0.145,0.267
171.42,0,0.129,0.267
171.44,0,0.11,0.267
171.46,0,0.089,0.267
171.48,0,0.068,0.267
171.5,0,0.045,0.267
171.52,0,0.023,0.267
171.54,0,0,0.267
171.56,0,-0.024,0.267
171.58,0,-0.045,0.267
171.6,0,-0.068,0.267
171.62,0,-0.089,0.267
171.64,0,-0.11,0.267
171.66,0,-0.127,0.267
171.68,0,-0.143,0.267
171.7,0,-0.157,0.267
171.72,0,-0.169,0.267
171.74,0,-0.178,0.267
171.76,0,-0.185,0.267
171.78,0,-0.19,0.267
171.8,0,-0.192,0.267
171.82,0,-0.192,0.267
171.84,0,-0.188,0.267
171.86,0,-0.182,0.267
171.88,0,-0.173,0.267
171.9,0,-0.161,0.267
171.92,0,-0.147,0.267
171.94,0,-0.131,0.267
171.96,0,-0.113,0.267
171.98,0,-0.094,0.267
172,0,-0.073,0.267
172.02,0,-0.051,0.267
172.04,0,-0.03,0.267
172.06,0,-0.005,0.267
172.08,0,0.017,0.267
172.1,0,0.04,0.267
172.12,0,0.063,0.267
172.14,0,0.084,0.267
172.16,0,0.105,0.267
172.18,0,0.124,0.267
172.2,0,0.14,0.267
172.22,0,0.155,0.267
172.24,0,0.168,0.267
172.26,0,0.178,0.267
172.28,0,0.187,0.267
172.3,0,0.192,0.267
172.32,0,0.194,0.267
172.34,0,0.194,0.267
172.36,0,0.192,0.267
172.38,0,0.188,0.267
172.4,0,0.18,0.267
172.42,0,0.168,0.267
172.44,0,0.155,0.267
172.46,0,0.14,0.267
172.48,0,0.124,0.267
172.5,0,0.105,0.267
172.52,0,0.084,0.267
172.54,0,0.063,0.267
172.56,0,0.042,0.267
172.58,0,0.019,0.267
172.6,0,-0.005,0.267
172.62,0,-0.028,0.267
172.64,0,-0.051,0.267
172.66,0,-0.072,0.267
172.68,0,-0.093,0.267
172.7,0,-0.112,0.267
172.72,0,-0.129,0.267
172.74,0,-0.145,0.267
172.76,0,-0.159,0.267
172.78,0,-0.171,0.267
172.8,0,-0.178,0.267
172.82,0,-0.185,0.267
172.84,0,-0.19,0.267
172.86,0,-0.19,0.267
172.88,0,-0.19,0.267
172.9,0,-0.185,0.267
172.92,0,-0.178,0.267
172.94,0,-0.169,0.267
172.96,0,-0.157,0.267
172.98,0,-0.143,0.267
173,0,-0.126,0.267
173.02,0,-0.108,0.267
173.04,0,-0.089,0.267
173.06,0,-0.068,0.267
173.08,0,-0.045,0.267
173.1,0,-0.024,0.267
173.12,0,-0.002,0.267
173.14,0,0.021,0.267
173.16,0,0.045,0.267
173.18,0,0.066,0.267
173.2,0,0.087,0.267
173.22,0,0.106,0.267
173.24,0,0.126,0.267
173.26,0,0.141,0.267
173.28,0,0.157,0.267
173.3,0,0.168,0.267
173.32,0,0.178,0.267
173.34,0,0.187,0.267
173.36,0,0.19,0.267
173.38,0,0.192,0.267
173.4,0,0.192,0.267
173.42,0,0.19,0.267
173.44,0,0.185,0.267
173.46,0,0.176,0.267
173.48,0,0.164,0.267
173.5,0,0.152,0.267
173.52,0,0.136,0.267
173.54,0,0.119,0.267
173.56,0,0.099,0.267
173.58,0,0.08,0.267
173.6,0,0.058,0.267
173.62,0,0.037,0.267
173.64,0,0.014,0.267
173.66,0,-0.009,0.267
173.68,0,-0.031,0.267
173.7,0,-0.054,0.267
173.72,0,-0.075,0.267
173.74,0,-0.094,0.267
173.76,0,-0.115,0.267
173.78,0,-0.131,0.267
173.8,0,-0.147,0.267
173.82,0,-0.159,0.267
173.84,0,-0.171,0.267
173.86,0,-0.178,0.267
173.88,0,-0.185,0.267
173.9,0,-0.187,0.267
173.92,0,-0.188,0.267
173.94,0,-0.187,0.267
173.96,0,-0.183,0.267
173.98,0,-0.175,0.267
174,0,-0.166,0.267
174.02,0,-0.154,0.267
174.04,0,-0.14,0.267
174.06,0,-0.122,0.267
174.08,0,-0.103,0.267
174.1,0,-0.086,0.267
174.12,0,-0.063,0.267
174.14,0,-0.042,0.267
174.16,0,-0.019,0.267
174.18,0,0.003,0.267
174.2,0,0.026,0.267
174.22,0,0.049,0.267
174.24,0,0.07,0.267
174.26,0,0.091,0.267
174.28,0,0.11,0.267
174.3,0,0.127,0.267
174.32,0,0.143,0.267
174.34,0,0.157,0.267
174.36,0,0.169,0.267
174.38,0,0.178,0.267
174.4,0,0.185,0.267
174.42,0,0.188,0.267
174.44,0,0.19,0.267
174.46,0,0.19,0.267
174.48,0,0.188,0.267
174.5,0,0.182,0.267
174.52,0,0.173,0.267
174.54,0,0.161,0.267
174.56,0,0.148,0.267
174.58,0,0.133,0.267
174.6,0,0.113,0.267
174.62,0,0.096,0.267
174.64,0,0.075,0.267
174.66,0,0.054,0.267
174.68,0,0.031,0.267
174.7,0,0.009,0.267
174.72,0,-0.012,0.267
174.74,0,-0.035,0.267
174.76,0,-0.058,0.267
174.78,0,-0.079,0.267
174.8,0,-0.098,0.267
174.82,0,-0.117,0.267
174.84,0,-0.133,0.267
174.86,0,-0.147,0.267
174.88,0,-0.161,0.267
174.9,0,-0.171,0.267
174.92,0,-0.178,0.267
174.94,0,-0.183,0.267
174.96,0,-0.187,0.267
174.98,0,-0.187,0.267
175,0,-0.185,0.267
175.02,0,-0.18,0.267
175.04,0,-0.173,0.267
175.06,0,-0.162,0.267
175.08,0,-0.148,0.267
175.1,0,-0.134,0.267
175.12,0,-0.119,0.267
175.14,0,-0.099,0.267
175.16,0,-0.08,0.267
175.18,0,-0.059,0.267
175.2,0,-0.037,0.267
175.22,0,-0.014,0.267
175.24,0,0.009,0.267
175.26,0,0.03,0.267
175.28,0,0.052,0.267
175.3,0,0.073,0.267
175.32,0,0.094,0.267
175.34,0,0.112,0.267
175.36,0,0.129,0.267
175.38,0,0.145,0.267
175.4,0,0.159,0.267
175.42,0,0.169,0.267
175.44,0,0.178,0.267
175.46,0,0.185,0.267
175.48,0,0.188,0.267
175.5,0,0.188,0.267
175.52,0,0.188,0.267
175.54,0,0.185,0.267
175.56,0,0.178,0.267
175.58,0,0.168,0.267
175.6,0,0.157,0.267
175.62,0,0.143,0.267
175.64,0,0.127,0.267
175.66,0,0.11,0.267
175.68,0,0.091,0.267
175.7,0,0.072,0.267
175.72,0,0.049,0.267
175.74,0,0.026,0.267
175.76,0,0.005,0.267
175.78,0,-0.017,0.267
175.8,0,-0.038,0.267
175.82,0,-0.061,0.267
175.84,0,-0.082,0.267
175.86,0,-0.099,0.267
175.88,0,-0.119,0.267
175.9,0,-0.134,0.267
175.92,0,-0.148,0.267
175.94,0,-0.161,0.267
175.96,0,-0.171,0.267
175.98,0,-0.178,0.267
176,0,-0.183,0.267
176.02,0,-0.185,0.267
176.04,0,-0.185,0.267
176.06,0,-0.183,0.267
176.08,0,-0.176,0.267
176.1,0,-0.169,0.267
176.12,0,-0.157,0.267
176.14,0,-0.145,0.267
176.16,0,-0.129,0.267
176.18,0,-0.113,0.267
176.2,0,-0.094,0.267
176.22,0,-0.075,0.267
176.24,0,-0.054,0.267
176.26,0,-0.033,0.267
176.28,0,-0.01,0.267
176.3,0,0.012,0.267
176.32,0,0.033,0.267
176.34,0,0.056,0.267
176.36,0,0.077,0.267
176.38,0,0.096,0.267
176.4,0,0.113,0.267
176.42,0,0.131,0.267
176.44,0,0.147,0.267
176.46,0,0.159,0.267
176.48,0,0.169,0.267
176.5,0,0.178,0.267
176.52,0,0.185,0.267
176.54,0,0.187,0.267
176.56,0,0.188,0.267
176.58,0,0.187,0.267
176.6,0,0.183,0.267
176.62,0,0.175,0.267
176.64,0,0.164,0.267
176.66,0,0.154,0.267
176.68,0,0.138,0.267
176.7,0,0.124,0.267
176.72,0,0.105,0.267
176.74,0,0.086,0.267
176.76,0,0.066,0.267
176.78,0,0.045,0.267
176.8,0,0.023,0.267
176.82,0,0,0.267
176.84,0,-0.021,0.267
176.86,0,-0.044,0.267
176.88,0,-0.065,0.267
176.9,0,-0.086,0.267
176.92,0,-0.103,0.267
176.94,0,-0.12,0.267
176.96,0,-0.136,0.267
176.98,0,-0.15,0.267
177,0,-0.162,0.267
177.02,0,-0.171,0.267
177.04,0,-0.178,0.267
177.06,0,-0.182,0.267
177.08,0,-0.183,0.267
177.1,0,-0.183,0.267
177.12,0,-0.18,0.267
177.14,0,-0.175,0.267
177.16,0,-0.166,0.267
177.18,0,-0.154,0.267
177.2,0,-0.141,0.267
177.22,0,-0.126,0.267
177.24,0,-0.11,0.267
177.26,0,-0.091,0.267
177.28,0,-0.07,0.267
177.3,0,-0.051,0.267
177.32,0,-0.028,0.267
177.34,0,-0.007,0.267
177.36,0,0.016,0.267
177.38,0,0.038,0.267
177.4,0,0.059,0.267
177.42,0,0.079,0.267
177.44,0,0.099,0.267
177.46,0,0.117,0.267
177.48,0,0.133,0.267
177.5,0,0.148,0.267
177.52,0,0.161,0.267
177.54,0,0.169,0.267
177.56,0,0.178,0.267
177.58,0,0.183,0.267
177.6,0,0.187,0.267
177.62,0,0.187,0.267
177.64,0,0.185,0.267
177.66,0,0.18,0.267
177.68,0,0.171,0.267
177.7,0,0.162,0.267
177.72,0,0.15,0.267
177.74,0,0.134,0.267
177.76,0,0.119,0.267
177.78,0,0.101,0.267
177.8,0,0.082,0.267
177.82,0,0.061,0.267
177.84,0,0.04,0.267
177.86,0,0.019,0.267
177.88,0,-0.003,0.267
177.9,0,-0.026,0.267
177.92,0,-0.047,0.267
177.94,0,-0.066,0.267
177.96,0,-0.087,0.267
177.98,0,-0.106,0.267
178,0,-0.122,0.267
178.02,0,-0.138,0.267
178.04,0,-0.15,0.267
178.06,0,-0.162,0.267
178.08,0,-0.171,0.267
178.1,0,-0.176,0.267
178.12,0,-0.18,0.267
178.14,0,-0.182,0.267
178.16,0,-0.182,0.267
178.18,0,-0.178,0.267
178.2,0,-0.171,0.267
178.22,0,-0.162,0.267
178.24,0,-0.15,0.267
178.26,0,-0.138,0.267
178.28,0,-0.12,0.267
178.3,0,-0.105,0.267
178.32,0,-0.086,0.267
178.34,0,-0.066,0.267
178.36,0,-0.045,0.267
178.38,0,-0.024,0.267
178.4,0,-0.002,0.267
178.42,0,0.021,0.267
178.44,0,0.042,0.267
178.46,0,0.063,0.267
178.48,0,0.082,0.267
178.5,0,0.101,0.267
178.52,0,0.119,0.267
178.54,0,0.134,0.267
178.56,0,0.148,0.267
178.58,0,0.161,0.267
178.6,0,0.169,0.267
178.62,0,0.178,0.267
178.64,0,0.182,0.267
178.66,0,0.185,0.267
178.68,0,0.185,0.267
178.7,0,0.182,0.267
178.72,0,0.176,0.267
178.74,0,0.168,0.267
178.76,0,0.159,0.267
178.78,0,0.145,0.267
178.8,0,0.131,0.267
178.82,0,0.113,0.267
178.84,0,0.096,0.267
178.86,0,0.077,0.267
178.88,0,0.056,0.267
178.9,0,0.037,0.267
178.92,0,0.014,0.267
178.94,0,-0.007,0.267
178.96,0,-0.03,0.267
178.98,0,-0.051,0.267
179,0,-0.07,0.267
179.02,0,-0.091,0.267
179.04,0,-0.108,0.267
179.06,0,-0.124,0.267
179.08,0,-0.14,0.267
179.1,0,-0.152,0.267
179.12,0,-0.162,0.267
179.14,0,-0.171,0.267
179.16,0,-0.176,0.267
179.18,0,-0.178,0.267
179.2,0,-0.18,0.267
179.22,0,-0.18,0.267
179.24,0,-0.175,0.267
179.26,0,-0.168,0.267
179.28,0,-0.159,0.267
179.3,0,-0.147,0.267
179.32,0,-0.133,0.267
179.34,0,-0.117,0.267
179.36,0,-0.099,0.267
179.38,0,-0.082,0.267
179.4,0,-0.061,0.267
179.42,0,-0.04,0.267
179.44,0,-0.019,0.267
179.46,0,0.002,0.267
179.48,0,0.024,0.267
179.5,0,0.045,0.267
179.52,0,0.066,0.267
179.54,0,0.086,0.267
179.56,0,0.105,0.267
179.58,0,0.122,0.267
179.6,0,0.136,0.267
179.62,0,0.15,0.267
179.64,0,0.161,0.267
179.66,0,0.169,0.267
179.68,0,0.176,0.267
179.7,0,0.182,0.267
179.72,0,0.183,0.267
179.74,0,0.183,0.267
179.76,0,0.18,0.267
179.78,0,0.173,0.267
179.8,0,0.164,0.267
179.82,0,0.155,0.267
179.84,0,0.141,0.267
179.86,0,0.127,0.267
179.88,0,0.11,0.267
179.9,0,0.093,0.267
179.92,0,0.073,0.267
179.94,0,0.052,0.267
179.96,0,0.031,0.267
179.98,0,0.01,0.267
180,0,-0.012,0.267
180.02,0,-0.033,0.267
180.04,0,-0.054,0.267
180.06,0,-0.073,0.267
180.08,0,-0.093,0.267
180.1,0,-0.11,0.267
180.12,0,-0.126,0.267
180.14,0,-0.141,0.267
180.16,0,-0.152,0.267
180.18,0,-0.162,0.267
180.2,0,-0.171,0.267
180.22,0,-0.175,0.267
180.24,0,-0.178,0.267
180.26,0,-0.178,0.267
180.28,0,-0.176,0.267
180.3,0,-0.173,0.267
180.32,0,-0.164,0.267
180.34,0,-0.155,0.267
180.36,0,-0.143,0.267
180.38,0,-0.129,0.267
180.4,0,-0.113,0.267
180.42,0,-0.096,0.267
180.44,0,-0.077,0.267
180.46,0,-0.058,0.267
180.48,0,-0.037,0.267
180.5,0,-0.014,0.267
180.52,0,0.005,0.267
180.54,0,0.028,0.267
180.56,0,0.049,0.267
180.58,0,0.07,0.267
180.6,0,0.087,0.267
180.62,0,0.106,0.267
180.64,0,0.124,0.267
180.66,0,0.138,0.267
180.68,0,0.15,0.267
180.7,0,0.161,0.267
180.72,0,0.169,0.267
180.74,0,0.176,0.267
180.76,0,0.18,0.267
180.78,0,0.182,0.267
180.8,0,0.182,0.267
180.82,0,0.178,0.267
180.84,0,0.169,0.267
180.86,0,0.161,0.267
180.88,0,0.15,0.267
180.9,0,0.136,0.267
180.92,0,0.122,0.267
180.94,0,0.105,0.267
180.96,0,0.087,0.267
180.98,0,0.068,0.267
181,0,0.049,0.267
181.02,0,0.026,0.267
181.04,0,0.005,0.267
181.06,0,-0.016,0.267
181.08,0,-0.037,0.267
181.1,0,-0.058,0.267
181.12,0,-0.077,0.267
181.14,0,-0.094,0.267
181.16,0,-0.113,0.267
181.18,0,-0.127,0.267
181.2,0,-0.141,0.267
181.22,0,-0.154,0.267
181.24,0,-0.162,0.267
181.26,0,-0.169,0.267
181.28,0,-0.175,0.267
181.3,0,-0.176,0.267
181.32,0,-0.176,0.267
181.34,0,-0.175,0.267
181.36,0,-0.169,0.267
181.38,0,-0.162,0.267
181.4,0,-0.15,0.267
181.42,0,-0.14,0.267
181.44,0,-0.124,0.267
181.46,0,-0.108,0.267
181.48,0,-0.091,0.267
181.5,0,-0.072,0.267
181.52,0,-0.052,0.267
181.54,0,-0.031,0.267
181.56,0,-0.01,0.267
181.58,0,0.01,0.267
181.6,0,0.031,0.267
181.62,0,0.052,0.267
181.64,0,0.073,0.267
181.66,0,0.091,0.267
181.68,0,0.108,0.267
181.7,0,0.126,0.267
181.72,0,0.138,0.267
181.74,0,0.152,0.267
181.76,0,0.162,0.267
181.78,0,0.169,0.267
181.8,0,0.176,0.267
181.82,0,0.178,0.267
181.84,0,0.18,0.267
181.86,0,0.178,0.267
181.88,0,0.175,0.267
181.9,0,0.168,0.267
181.92,0,0.159,0.267
181.94,0,0.147,0.267
181.96,0,0.133,0.267
181.98,0,0.117,0.267
182,0,0.101,0.267
182.02,0,0.082,0.267
182.04,0,0.065,0.267
182.06,0,0.044,0.267
182.08,0,0.023,0.267
182.1,0,0.002,0.267
182.12,0,-0.019,0.267
182.14,0,-0.04,0.267
182.16,0,-0.061,0.267
182.18,0,-0.08,0.267
182.2,0,-0.098,0.267
182.22,0,-0.115,0.267
182.24,0,-0.129,0.267
182.26,0,-0.143,0.267
182.28,0,-0.154,0.267
182.3,0,-0.162,0.267
182.32,0,-0.169,0.267
182.34,0,-0.173,0.267
182.36,0,-0.175,0.267
182.38,0,-0.175,0.267
182.4,0,-0.173,0.267
182.42,0,-0.166,0.267
182.44,0,-0.157,0.267
182.46,0,-0.147,0.267
182.48,0,-0.134,0.267
182.5,0,-0.12,0.267
182.52,0,-0.105,0.267
182.54,0,-0.087,0.267
182.56,0,-0.068,0.267
182.58,0,-0.047,0.267
182.6,0,-0.028,0.267
182.62,0,-0.007,0.267
182.64,0,0.014,0.267
182.66,0,0.035,0.267
182.68,0,0.056,0.267
182.7,0,0.075,0.267
182.72,0,0.094,0.267
182.74,0,0.11,0.267
182.76,0,0.127,0.267
182.78,0,0.14,0.267
182.8,0,0.152,0.267
182.82,0,0.162,0.267
182.84,0,0.169,0.267
182.86,0,0.175,0.267
182.88,0,0.178,0.267
182.9,0,0.178,0.267
182.92,0,0.176,0.267
182.94,0,0.171,0.267
182.96,0,0.164,0.267
182.98,0,0.155,0.267
183,0,0.143,0.267
183.02,0,0.129,0.267
183.04,0,0.113,0.267
183.06,0,0.098,0.267
183.08,0,0.079,0.267
183.1,0,0.059,0.267
183.12,0,0.04,0.267
183.14,0,0.019,0.267
183.16,0,-0.003,0.267
183.18,0,-0.024,0.267
183.2,0,-0.044,0.267
183.22,0,-0.063,0.267
183.24,0,-0.084,0.267
183.26,0,-0.099,0.267
183.28,0,-0.117,0.267
183.3,0,-0.131,0.267
183.32,0,-0.143,0.267
183.34,0,-0.154,0.267
183.36,0,-0.162,0.267
183.38,0,-0.169,0.267
183.4,0,-0.173,0.267
183.42,0,-0.173,0.267
183.44,0,-0.173,0.267
183.46,0,-0.169,0.267
183.48,0,-0.164,0.267
183.5,0,-0.154,0.267
183.52,0,-0.145,0.267
183.54,0,-0.131,0.267
183.56,0,-0.117,0.267
183.58,0,-0.099,0.267
183.6,0,-0.082,0.267
183.62,0,-0.063,0.267
183.64,0,-0.044,0.267
183.66,0,-0.023,0.267
183.68,0,-0.003,0.267
183.7,0,0.019,0.267
183.72,0,0.038,0.267
183.74,0,0.059,0.267
183.76,0,0.079,0.267
183.78,0,0.096,0.267
183.8,0,0.113,0.267
183.82,0,0.129,0.267
183.84,0,0.141,0.267
183.86,0,0.154,0.267
183.88,0,0.162,0.267
183.9,0,0.169,0.267
183.92,0,0.173,0.267
183.94,0,0.176,0.267
183.96,0,0.176,0.267
183.98,0,0.173,0.267
184,0,0.168,0.267
184.02,0,0.161,0.267
184.04,0,0.152,0.267
184.06,0,0.138,0.267
184.08,0,0.126,0.267
184.1,0,0.11,0.267
184.12,0,0.093,0.267
184.14,0,0.075,0.267
184.16,0,0.054,0.267
184.18,0,0.035,0.267
184.2,0,0.014,0.267
184.22,0,-0.007,0.267
184.24,0,-0.028,0.267
184.26,0,-0.047,0.267
184.28,0,-0.066,0.267
184.3,0,-0.086,0.267
184.32,0,-0.101,0.267
184.34,0,-0.119,0.267
184.36,0,-0.131,0.267
184.38,0,-0.145,0.267
184.4,0,-0.154,0.267
184.42,0,-0.162,0.267
184.44,0,-0.168,0.267
184.46,0,-0.171,0.267
184.48,0,-0.171,0.267
184.5,0,-0.171,0.267
184.52,0,-0.168,0.267
184.54,0,-0.161,0.267
184.56,0,-0.15,0.267
184.58,0,-0.141,0.267
184.6,0,-0.127,0.267
184.62,0,-0.113,0.267
184.64,0,-0.096,0.267
184.66,0,-0.079,0.267
184.68,0,-0.059,0.267
184.7,0,-0.038,0.267
184.72,0,-0.019,0.267
184.74,0,0.002,0.267
184.76,0,0.023,0.267
184.78,0,0.042,0.267
184.8,0,0.061,0.267
184.82,0,0.08,0.267
184.84,0,0.099,0.267
184.86,0,0.115,0.267
184.88,0,0.129,0.267
184.9,0,0.141,0.267
184.92,0,0.154,0.267
184.94,0,0.162,0.267
184.96,0,0.168,0.267
184.98,0,0.173,0.267
185,0,0.173,0.267
185.02,0,0.173,0.267
185.04,0,0.171,0.267
185.06,0,0.166,0.267
185.08,0,0.157,0.267
185.1,0,0.148,0.267
185.12,0,0.134,0.267
185.14,0,0.122,0.267
185.16,0,0.105,0.267
185.18,0,0.087,0.267
185.2,0,0.07,0.267
185.22,0,0.051,0.267
185.24,0,0.03,0.267
185.26,0,0.01,0.267
185.28,0,-0.01,0.267
185.3,0,-0.031,0.267
185.32,0,-0.051,0.267
185.34,0,-0.07,0.267
185.36,0,-0.087,0.267
185.38,0,-0.105,0.267
185.4,0,-0.119,0.267
185.42,0,-0.134,0.267
185.44,0,-0.145,0.267
185.46,0,-0.154,0.267
185.48,0,-0.162,0.267
185.5,0,-0.168,0.267
185.52,0,-0.169,0.267
185.54,0,-0.169,0.267
185.56,0,-0.169,0.267
185.58,0,-0.164,0.267
185.6,0,-0.157,0.267
185.62,0,-0.147,0.267
185.64,0,-0.136,0.267
185.66,0,-0.122,0.267
185.68,0,-0.108,0.267
185.7,0,-0.091,0.267
185.72,0,-0.073,0.267
185.74,0,-0.056,0.267
185.76,0,-0.035,0.267
185.78,0,-0.014,0.267
185.8,0,0.005,0.267
185.82,0,0.026,0.267
185.84,0,0.045,0.267
185.86,0,0.066,0.267
185.88,0,0.084,0.267
185.9,0,0.101,0.267
185.92,0,0.117,0.267
185.94,0,0.131,0.267
185.96,0,0.143,0.267
185.98,0,0.154,0.267
186,0,0.161,0.267
186.02,0,0.168,0.267
186.04,0,0.171,0.267
186.06,0,0.171,0.267
186.08,0,0.171,0.267
186.1,0,0.168,0.267
186.12,0,0.162,0.267
186.14,0,0.155,0.267
186.16,0,0.143,0.267
186.18,0,0.131,0.267
186.2,0,0.117,0.267
186.22,0,0.101,0.267
186.24,0,0.084,0.267
186.26,0,0.066,0.267
186.28,0,0.047,0.267
186.3,0,0.026,0.267
186.32,0,0.005,0.267
186.34,0,-0.014,0.267
186.36,0,-0.035,0.267
186.38,0,-0.054,0.267
186.4,0,-0.072,0.267
186.42,0,-0.091,0.267
186.44,0,-0.106,0.267
186.46,0,-0.12,0.267
186.48,0,-0.134,0.267
186.5,0,-0.145,0.267
186.52,0,-0.154,0.267
186.54,0,-0.162,0.267
186.56,0,-0.166,0.267
186.58,0,-0.168,0.267
186.6,0,-0.169,0.267
186.62,0,-0.166,0.267
186.64,0,-0.162,0.267
186.66,0,-0.154,0.267
186.68,0,-0.145,0.267
186.7,0,-0.133,0.267
186.72,0,-0.119,0.267
186.74,0,-0.103,0.267
186.76,0,-0.087,0.267
186.78,0,-0.07,0.267
186.8,0,-0.051,0.267
186.82,0,-0.031,0.267
186.84,0,-0.01,0.267
186.86,0,0.01,0.267
186.88,0,0.03,0.267
186.9,0,0.049,0.267
186.92,0,0.068,0.267
186.94,0,0.086,0.267
186.96,0,0.103,0.267
186.98,0,0.119,0.267
187,0,0.133,0.267
187.02,0,0.143,0.267
187.04,0,0.154,0.267
187.06,0,0.161,0.267
187.08,0,0.166,0.267
187.1,0,0.169,0.267
187.12,0,0.169,0.267
187.14,0,0.169,0.267
187.16,0,0.166,0.267
187.18,0,0.161,0.267
187.2,0,0.152,0.267
187.22,0,0.14,0.267
187.24,0,0.127,0.267
187.26,0,0.113,0.267
187.28,0,0.098,0.267
187.3,0,0.079,0.267
187.32,0,0.061,0.267
187.34,0,0.042,0.267
187.36,0,0.023,0.267
187.38,0,0.002,0.267
187.4,0,-0.017,0.267
187.42,0,-0.037,0.267
187.44,0,-0.058,0.267
187.46,0,-0.075,0.267
187.48,0,-0.093,0.267
187.5,0,-0.108,0.267
187.52,0,-0.122,0.267
187.54,0,-0.136,0.267
187.56,0,-0.147,0.267
187.58,0,-0.154,0.267
187.6,0,-0.161,0.267
187.62,0,-0.164,0.267
187.64,0,-0.166,0.267
187.66,0,-0.166,0.267
187.68,0,-0.164,0.267
187.7,0,-0.157,0.267
187.72,0,-0.15,0.267
187.74,0,-0.141,0.267
187.76,0,-0.129,0.267
187.78,0,-0.115,0.267
187.8,0,-0.099,0.267
187.82,0,-0.084,0.267
187.84,0,-0.065,0.267
187.86,0,-0.045,0.267
187.88,0,-0.028,0.267
187.9,0,-0.007,0.267
187.92,0,0.014,0.267
187.94,0,0.033,0.267
187.96,0,0.052,0.267
187.98,0,0.072,0.267
188,0,0.089,0.267
188.02,0,0.105,0.267
188.04,0,0.12,0.267
188.06,0,0.133,0.267
188.08,0,0.145,0.267
188.1,0,0.154,0.267
188.12,0,0.161,0.267
188.14,0,0.166,0.267
188.16,0,0.168,0.267
188.18,0,0.168,0.267
188.2,0,0.168,0.267
188.22,0,0.162,0.267
188.24,0,0.157,0.267
188.26,0,0.148,0.267
188.28,0,0.136,0.267
188.3,0,0.124,0.267
188.32,0,0.108,0.267
188.34,0,0.093,0.267
188.36,0,0.075,0.267
188.38,0,0.056,0.267
188.4,0,0.038,0.267
188.42,0,0.019,0.267
188.44,0,-0.002,0.267
188.46,0,-0.023,0.267
188.48,0,-0.04,0.267
188.5,0,-0.059,0.267
188.52,0,-0.079,0.267
188.54,0,-0.094,0.267
188.56,0,-0.11,0.267
188.58,0,-0.124,0.267
188.6,0,-0.136,0.267
188.62,0,-0.147,0.267
188.64,0,-0.154,0.267
188.66,0,-0.159,0.267
188.68,0,-0.164,0.267
188.7,0,-0.164,0.267
188.72,0,-0.164,0.267
188.74,0,-0.162,0.267
188.76,0,-0.155,0.267
188.78,0,-0.147,0.267
188.8,0,-0.138,0.267
188.82,0,-0.126,0.267
188.84,0,-0.112,0.267
188.86,0,-0.096,0.267
188.88,0,-0.079,0.267
188.9,0,-0.061,0.267
188.92,0,-0.042,0.267
188.94,0,-0.023,0.267
188.96,0,-0.003,0.267
188.98,0,0.017,0.267
189,0,0.037,0.267
189.02,0,0.054,0.267
189.04,0,0.073,0.267
189.06,0,0.091,0.267
189.08,0,0.106,0.267
189.1,0,0.122,0.267
189.12,0,0.134,0.267
189.14,0,0.145,0.267
189.16,0,0.154,0.267
189.18,0,0.161,0.267
189.2,0,0.164,0.267
189.22,0,0.166,0.267
189.24,0,0.166,0.267
189.26,0,0.166,0.267
189.28,0,0.161,0.267
189.3,0,0.154,0.267
189.32,0,0.143,0.267
189.34,0,0.133,0.267
189.36,0,0.12,0.267
189.38,0,0.105,0.267
189.4,0,0.089,0.267
189.42,0,0.072,0.267
189.44,0,0.052,0.267
189.46,0,0.033,0.267
189.48,0,0.014,0.267
189.5,0,-0.005,0.267
189.52,0,-0.026,0.267
189.54,0,-0.044,0.267
189.56,0,-0.063,0.267
189.58,0,-0.08,0.267
189.6,0,-0.096,0.267
189.62,0,-0.112,0.267
189.64,0,-0.124,0.267
189.66,0,-0.138,0.267
189.68,0,-0.147,0.267
189.7,0,-0.154,0.267
189.72,0,-0.159,0.267
189.74,0,-0.162,0.267
189.76,0,-0.164,0.267
189.78,0,-0.162,0.267
189.8,0,-0.159,0.267
189.82,0,-0.152,0.267
189.84,0,-0.145,0.267
189.86,0,-0.134,0.267
189.88,0,-0.12,0.267
189.9,0,-0.108,0.267
189.92,0,-0.091,0.267
189.94,0,-0.075,0.267
189.96,0,-0.058,0.267
